MODEL,PRICE,KM,MFG YEAR,VEHICLE COLOR,FUEL TYPE,VEHICLE TYPE
NEXON XMS,776000,77000,2017,TECTONIC BLUE,PETROL,MANUAL
NEXON XMS,782000,76000,2018,FLAME RED,PETROL,MANUAL
NEXON XMS,887000,23000,2020,CALGARY WHITE,PETROL,MANUAL
NEXON XMS,877000,60000,2019,FOLIAGE GREEN,PETROL,MANUAL
NEXON XMS,787000,70000,2018,PURE SILVER,PETROL,MANUAL
NEXON XMS,747000,80000,2017,DAYTONA GREY,PETROL,MANUAL
NEXON XMA AMT,827000,54000,2018,TECTONIC BLUE,PETROL,AMT
NEXON XMA AMT,762000,69000,2017,FLAME RED,PETROL,AMT
NEXON XMA AMT,812000,64000,2018,CALGARY WHITE,PETROL,AMT
NEXON XMA AMT,827000,50000,2019,FOLIAGE GREEN,PETROL,AMT
NEXON XMA AMT,757000,81000,2017,PURE SILVER,PETROL,AMT
NEXON XMA AMT,899000,26000,2020,DAYTONA GREY,PETROL,AMT
NEXON XMA AMT S,828000,60000,2018,TECTONIC BLUE,PETROL,AMT
NEXON XMA AMT S,855000,60000,2019,FLAME RED,PETROL,AMT
NEXON XMA AMT S,900000,36000,2020,CALGARY WHITE,PETROL,AMT
NEXON XMA AMT S,767000,73000,2017,FOLIAGE GREEN,PETROL,AMT
NEXON XMA AMT S,853000,53000,2019,PURE SILVER,PETROL,AMT
NEXON XMA AMT S,817000,51000,2018,DAYTONA GREY,PETROL,AMT
NEXON XZ,896000,59000,2019,TECTONIC BLUE,PETROL,MANUAL
NEXON XZ,853000,71000,2018,FLAME RED,PETROL,MANUAL
NEXON XZ,954000,26000,2020,CALGARY WHITE,PETROL,MANUAL
NEXON XZ,817000,77000,2017,FOLIAGE GREEN,PETROL,MANUAL
NEXON XZ,812000,81000,2017,PURE SILVER,PETROL,MANUAL
NEXON XZ,912000,51000,2019,DAYTONA GREY,PETROL,MANUAL
NEXON XZ PLUS,1062000,37000,2020,TECTONIC BLUE,PETROL,MANUAL
NEXON XZ PLUS,942000,77000,2018,FLAME RED,PETROL,MANUAL
NEXON XZ PLUS,992000,54000,2019,CALGARY WHITE,PETROL,MANUAL
NEXON XZ PLUS,945000,70000,2018,FOLIAGE GREEN,PETROL,MANUAL
NEXON XZ PLUS,1067000,30000,2020,PURE SILVER,PETROL,MANUAL
NEXON XZ PLUS,897000,75000,2017,DAYTONA GREY,PETROL,MANUAL
NEXON XZ PLUS DT ROOF,972000,74000,2018,TECTONIC BLUE,PETROL,MANUAL
NEXON XZ PLUS DT ROOF,1027000,52000,2019,FLAME RED,PETROL,MANUAL
NEXON XZ PLUS DT ROOF,1052000,35000,2020,CALGARY WHITE,PETROL,MANUAL
NEXON XZ PLUS DT ROOF,912000,82000,2016,FOLIAGE GREEN,PETROL,MANUAL
NEXON XZ PLUS DT ROOF,922000,87000,2017,PURE SILVER,PETROL,MANUAL
NEXON XZ PLUS DT ROOF,1022000,61000,2019,DAYTONA GREY,PETROL,MANUAL
NEXON XZ PLUS S,1058000,66000,2018,TECTONIC BLUE,PETROL,MANUAL
NEXON XZ PLUS S,1105000,77000,2019,FLAME RED,PETROL,MANUAL
NEXON XZ PLUS S,1107000,75000,2019,CALGARY WHITE,PETROL,MANUAL
NEXON XZ PLUS S,1012000,81000,2017,FOLIAGE GREEN,PETROL,MANUAL
NEXON XZ PLUS S,1056000,63000,2018,PURE SILVER,PETROL,MANUAL
NEXON XZ PLUS S,1027000,52000,2020,DAYTONA GREY,PETROL,MANUAL
NEXON XZA PLUS AMT,1060000,63000,2018,TECTONIC BLUE,PETROL,AMT
NEXON XZA PLUS AMT,1154000,26000,2020,FLAME RED,PETROL,AMT
NEXON XZA PLUS AMT,1014000,82000,2017,CALGARY WHITE,PETROL,AMT
NEXON XZA PLUS AMT,1106000,75000,2019,FOLIAGE GREEN,PETROL,AMT
NEXON XZA PLUS AMT,1153000,37000,2020,PURE SILVER,PETROL,AMT
NEXON XZA PLUS AMT,1057000,67000,2018,DAYTONA GREY,PETROL,AMT
NEXON XZ PLUS DT ROOF S,1072000,64000,2018,TECTONIC BLUE,PETROL,MANUAL
NEXON XZ PLUS DT ROOF S,1032000,67000,2017,FLAME RED,PETROL,MANUAL
NEXON XZ PLUS DT ROOF S,1132000,63000,2019,CALGARY WHITE,PETROL,MANUAL
NEXON XZ PLUS DT ROOF S,1176000,37000,2020,FOLIAGE GREEN,PETROL,MANUAL
NEXON XZ PLUS DT ROOF S,1030000,71000,2017,PURE SILVER,PETROL,MANUAL
NEXON XZ PLUS DT ROOF S,1080000,58000,2018,DAYTONA GREY,PETROL,MANUAL
NEXON XZ PLUS (O),1137000,41000,2019,TECTONIC BLUE,PETROL,MANUAL
NEXON XZ PLUS (O),1182000,23000,2020,FLAME RED,PETROL,MANUAL
NEXON XZ PLUS (O),1134000,61000,2019,CALGARY WHITE,PETROL,MANUAL
NEXON XZ PLUS (O),1077000,51000,2018,FOLIAGE GREEN,PETROL,MANUAL
NEXON XZ PLUS (O),1037000,69000,2017,PURE SILVER,PETROL,MANUAL
NEXON XZ PLUS (O),1073000,57000,2018,DAYTONA GREY,PETROL,MANUAL
NEXON XZ PLUS DT ROOF (O),1122000,47000,2018,TECTONIC BLUE,PETROL,MANUAL
NEXON XZ PLUS DT ROOF (O),1249000,31000,2020,FLAME RED,PETROL,MANUAL
NEXON XZ PLUS DT ROOF (O),1217000,45000,2019,CALGARY WHITE,PETROL,MANUAL
NEXON XZ PLUS DT ROOF (O),1062000,71000,2017,FOLIAGE GREEN,PETROL,MANUAL
NEXON XZ PLUS DT ROOF (O),1067000,77000,2017,PURE SILVER,PETROL,MANUAL
NEXON XZ PLUS DT ROOF (O),1247000,35000,2020,DAYTONA GREY,PETROL,MANUAL
NEXON XZA PLUS AMT S,1069000,77000,2017,TECTONIC BLUE,PETROL,AMT
NEXON XZA PLUS AMT S,1242000,48000,2020,FLAME RED,PETROL,AMT
NEXON XZA PLUS AMT S,1124000,48000,2018,CALGARY WHITE,PETROL,AMT
NEXON XZA PLUS AMT S,1250000,33000,2020,FOLIAGE GREEN,PETROL,AMT
NEXON XZA PLUS AMT S,1122000,46000,2019,PURE SILVER,PETROL,AMT
NEXON XZA PLUS AMT S,1072000,73000,2017,DAYTONA GREY,PETROL,AMT
NEXON XZA PLUS DT ROOF AMT S,1253000,23000,2020,TECTONIC BLUE,PETROL,AMT
NEXON XZA PLUS DT ROOF AMT S,1114000,70000,2017,FLAME RED,PETROL,AMT
NEXON XZA PLUS DT ROOF AMT S,1242000,51000,2019,CALGARY WHITE,PETROL,AMT
NEXON XZA PLUS DT ROOF AMT S,1154000,56000,2018,FOLIAGE GREEN,PETROL,AMT
NEXON XZA PLUS DT ROOF AMT S,1112000,81000,2017,PURE SILVER,PETROL,AMT
NEXON XZA PLUS DT ROOF AMT S,1242000,51000,2019,DAYTONA GREY,PETROL,AMT
NEXON XZA PLUS (O) AMT ,1154000,62000,2018,TECTONIC BLUE,PETROL,AMT
NEXON XZA PLUS (O) AMT ,1242000,52000,2019,FLAME RED,PETROL,AMT
NEXON XZA PLUS (O) AMT ,1255000,27000,2020,CALGARY WHITE,PETROL,AMT
NEXON XZA PLUS (O) AMT ,1116000,66000,2017,FOLIAGE GREEN,PETROL,AMT
NEXON XZA PLUS (O) AMT ,1244000,53000,2019,PURE SILVER,PETROL,AMT
NEXON XZA PLUS (O) AMT ,1157000,58000,2018,DAYTONA GREY,PETROL,AMT
NEXON XZA PLUS DT ROOF (O) AMT,1134000,63000,2017,TECTONIC BLUE,PETROL,AMT
NEXON XZA PLUS DT ROOF (O) AMT,1177000,66000,2018,FLAME RED,PETROL,AMT
NEXON XZA PLUS DT ROOF (O) AMT,1232000,51000,2019,CALGARY WHITE,PETROL,AMT
NEXON XZA PLUS DT ROOF (O) AMT,1277000,23000,2020,FOLIAGE GREEN,PETROL,AMT
NEXON XZA PLUS DT ROOF (O) AMT,1180000,55000,2018,PURE SILVER,PETROL,AMT
NEXON XZA PLUS DT ROOF (O) AMT,1132000,71000,2017,DAYTONA GREY,PETROL,AMT
NEXON XZA PLUS DT ROOF AMT,1080000,58000,2018,TECTONIC BLUE,PETROL,AMT
NEXON XZA PLUS DT ROOF AMT,1130000,45000,2019,FLAME RED,PETROL,AMT
NEXON XZA PLUS DT ROOF AMT,1175000,32000,2020,CALGARY WHITE,PETROL,AMT
NEXON XZA PLUS DT ROOF AMT,1030000,71000,2017,FOLIAGE GREEN,PETROL,AMT
NEXON XZA PLUS DT ROOF AMT,1177000,25000,2020,PURE SILVER,PETROL,AMT
NEXON XZA PLUS DT ROOF AMT,1127000,48000,2019,DAYTONA GREY,PETROL,AMT
ALTROZ XE DIESEL,755000,43000,2020,HIGH STREET GOLD,DIESEL,MANUAL
ALTROZ XE DIESEL,747000,62000,2020,MIDTOWN GREY,DIESEL,MANUAL
ALTROZ XE DIESEL,780000,33000,2020,SKYLINE SILVER,DIESEL,MANUAL
ALTROZ XE DIESEL,787000,17000,2020,DOWNTOWN RED,DIESEL,MANUAL
ALTROZ XE DIESEL,777000,22000,2020,AVENUE WHITE,DIESEL,MANUAL
ALTROZ XM DIESEL,817000,47000,2020,HIGH STREET GOLD,DIESEL,MANUAL
ALTROZ XM DIESEL,842000,32000,2020,MIDTOWN GREY,DIESEL,MANUAL
ALTROZ XM DIESEL,820000,39000,2020,SKYLINE SILVER,DIESEL,MANUAL
ALTROZ XM DIESEL,821000,36000,2020,DOWNTOWN RED,DIESEL,MANUAL
ALTROZ XM DIESEL,823000,40000,2020,AVENUE WHITE,DIESEL,MANUAL
ALTROZ XT DIESEL,917000,21000,2020,HIGH STREET GOLD,DIESEL,MANUAL
ALTROZ XT DIESEL,927000,16000,2020,MIDTOWN GREY,DIESEL,MANUAL
ALTROZ XT DIESEL,926000,26000,2020,SKYLINE SILVER,DIESEL,MANUAL
ALTROZ XT DIESEL,876000,66000,2020,DOWNTOWN RED,DIESEL,MANUAL
ALTROZ XT DIESEL,894000,32000,2020,AVENUE WHITE,DIESEL,MANUAL
ALTROZ XZ DIESEL,957000,46000,2020,HIGH STREET GOLD,DIESEL,MANUAL
ALTROZ XZ DIESEL,944000,50000,2020,MIDTOWN GREY,DIESEL,MANUAL
ALTROZ XZ DIESEL,947000,57000,2020,SKYLINE SILVER,DIESEL,MANUAL
ALTROZ XZ DIESEL,1005000,22000,2020,DOWNTOWN RED,DIESEL,MANUAL
ALTROZ XZ DIESEL,992000,34000,2020,AVENUE WHITE,DIESEL,MANUAL
ALTROZ XZ (O) DIESEL,965000,63000,2020,HIGH STREET GOLD,DIESEL,MANUAL
ALTROZ XZ (O) DIESEL,952000,67000,2020,MIDTOWN GREY,DIESEL,MANUAL
ALTROZ XZ (O) DIESEL,965000,75000,2020,SKYLINE SILVER,DIESEL,MANUAL
ALTROZ XZ (O) DIESEL,967000,55000,2020,DOWNTOWN RED,DIESEL,MANUAL
ALTROZ XZ (O) DIESEL,994000,36000,2020,AVENUE WHITE,DIESEL,MANUAL
ALTROZ XE ,558000,51000,2020,HIGH STREET GOLD,PETROL,MANUAL
ALTROZ XE ,606000,26000,2020,MIDTOWN GREY,PETROL,MANUAL
ALTROZ XE ,594000,35000,2020,SKYLINE SILVER,PETROL,MANUAL
ALTROZ XE ,597000,30000,2020,DOWNTOWN RED,PETROL,MANUAL
ALTROZ XE ,553000,59000,2020,AVENUE WHITE,PETROL,MANUAL
ALTROZ XM ,692000,56000,2020,HIGH STREET GOLD,PETROL,MANUAL
ALTROZ XM ,687000,60000,2020,MIDTOWN GREY,PETROL,MANUAL
ALTROZ XM ,694000,25000,2020,SKYLINE SILVER,PETROL,MANUAL
ALTROZ XM ,682000,66000,2020,DOWNTOWN RED,PETROL,MANUAL
ALTROZ XM ,654000,74000,2020,AVENUE WHITE,PETROL,MANUAL
ALTROZ XM PLUS,692000,63000,2020,HIGH STREET GOLD,PETROL,MANUAL
ALTROZ XM PLUS,706000,37000,2020,MIDTOWN GREY,PETROL,MANUAL
ALTROZ XM PLUS,696000,58000,2020,SKYLINE SILVER,PETROL,MANUAL
ALTROZ XM PLUS,657000,78000,2020,DOWNTOWN RED,PETROL,MANUAL
ALTROZ XM PLUS,727000,23000,2020,AVENUE WHITE,PETROL,MANUAL
ALTROZ XT ,787000,23000,2020,HIGH STREET GOLD,PETROL,MANUAL
ALTROZ XT ,747000,53000,2020,MIDTOWN GREY,PETROL,MANUAL
ALTROZ XT ,360000,35000,2020,SKYLINE SILVER,PETROL,MANUAL
ALTROZ XT ,770000,50000,2020,DOWNTOWN RED,PETROL,MANUAL
ALTROZ XT ,727000,71000,2020,AVENUE WHITE,PETROL,MANUAL
ALTROZ XZ,794000,63000,2020,HIGH STREET GOLD,PETROL,MANUAL
ALTROZ XZ,788000,61000,2020,MIDTOWN GREY,PETROL,MANUAL
ALTROZ XZ,777000,70000,2020,SKYLINE SILVER,PETROL,MANUAL
ALTROZ XZ,861000,25000,2020,DOWNTOWN RED,PETROL,MANUAL
ALTROZ XZ,627000,41000,2020,AVENUE WHITE,PETROL,MANUAL
ALTROZ XZ (O),812000,50000,2020,HIGH STREET GOLD,PETROL,MANUAL
ALTROZ XZ (O),892000,61000,2020,MIDTOWN GREY,PETROL,MANUAL
ALTROZ XZ (O),782000,70000,2020,SKYLINE SILVER,PETROL,MANUAL
ALTROZ XZ (O),874000,36000,2020,DOWNTOWN RED,PETROL,MANUAL
ALTROZ XZ (O),777000,74000,2020,AVENUE WHITE,PETROL,MANUAL
TIGOR XE,584000,47000,2020,DEEP RED,PETROL,MANUAL
TIGOR XE,474000,80000,2017,PEARLESCENT WHITE,PETROL,MANUAL
TIGOR XE,458000,70000,2019,PURE SILVER,PETROL,MANUAL
TIGOR XE,587000,54000,2018,ARIZONA BLUE,PETROL,MANUAL
TIGOR XE,497000,77000,2017,DAYTONA GREY,PETROL,MANUAL
TIGOR XM,563000,67000,2019,DEEP RED,PETROL,MANUAL
TIGOR XM,547000,53000,2018,PEARLESCENT WHITE,PETROL,MANUAL
TIGOR XM,656000,34000,2020,PURE SILVER,PETROL,MANUAL
TIGOR XM,567000,75000,2019,ARIZONA BLUE,PETROL,MANUAL
TIGOR XM,527000,66000,2018,DAYTONA GREY,PETROL,MANUAL
TIGOR XZ,565000,54000,2018,DEEP RED,PETROL,MANUAL
TIGOR XZ,616000,37000,2019,PEARLESCENT WHITE,PETROL,MANUAL
TIGOR XZ,752000,26000,2020,PURE SILVER,PETROL,MANUAL
TIGOR XZ,522000,67000,2017,ARIZONA BLUE,PETROL,MANUAL
TIGOR XZ,518000,78000,2017,DAYTONA GREY,PETROL,MANUAL
TIGOR XMA AT,577000,53000,2018,DEEP RED,PETROL,AMT
TIGOR XMA AT,657000,52000,2019,PEARLESCENT WHITE,PETROL,AMT
TIGOR XMA AT,714000,27000,2020,PURE SILVER,PETROL,AMT
TIGOR XMA AT,526000,70000,2017,ARIZONA BLUE,PETROL,AMT
TIGOR XMA AT,644000,57000,2019,DAYTONA GREY,PETROL,AMT
TIGOR XZ PLUS,682000,53000,2019,DEEP RED,PETROL,MANUAL
TIGOR XZ PLUS,767000,26000,2020,PEARLESCENT WHITE,PETROL,MANUAL
TIGOR XZ PLUS,777000,38000,2020,PURE SILVER,PETROL,MANUAL
TIGOR XZ PLUS,587000,66000,2017,ARIZONA BLUE,PETROL,MANUAL
TIGOR XZ PLUS,635000,61000,2018,DAYTONA GREY,PETROL,MANUAL
TIGOR XZA PLUS AMT,687000,73000,2018,DEEP RED,PETROL,AMT
TIGOR XZA PLUS AMT,617000,30000,2020,PEARLESCENT WHITE,PETROL,AMT
TIGOR XZA PLUS AMT,647000,77000,2017,PURE SILVER,PETROL,AMT
TIGOR XZA PLUS AMT,692000,70000,2018,ARIZONA BLUE,PETROL,AMT
TIGOR XZA PLUS AMT,787000,71000,2019,DAYTONA GREY,PETROL,AMT
TIAGO XE,346000,69000,2018,VECTORY YELLOW,PETROL,MANUAL
TIAGO XE,451000,46000,2020,TECTONIC BLUE,PETROL,MANUAL
TIAGO XE,426000,56000,2019,FLAME RED,PETROL,MANUAL
TIAGO XE,356000,63000,2020,PEARLESCENT WHITE,PETROL,MANUAL
TIAGO XE,351000,66000,2017,PURE SILVER,PETROL,MANUAL
TIAGO XE,326000,76000,2016,DAYTONA GREY,PETROL,MANUAL
TIAGO XT,526000,53000,2020,VECTORY YELLOW,PETROL,MANUAL
TIAGO XT,451000,54000,2019,TECTONIC BLUE,PETROL,MANUAL
TIAGO XT,356000,86000,2016,FLAME RED,PETROL,MANUAL
TIAGO XT,353000,65000,2017,PEARLESCENT WHITE,PETROL,MANUAL
TIAGO XT,381000,53000,2019,PURE SILVER,PETROL,MANUAL
TIAGO XT,351000,65000,2018,DAYTONA GREY,PETROL,MANUAL
TIAGO XZ,561000,68000,2019,VECTORY YELLOW,PETROL,MANUAL
TIAGO XZ,621000,53000,2020,TECTONIC BLUE,PETROL,MANUAL
TIAGO XZ,526000,69000,2018,FLAME RED,PETROL,MANUAL
TIAGO XZ,451000,24000,2016,PEARLESCENT WHITE,PETROL,MANUAL
TIAGO XZ,491000,78000,2017,PURE SILVER,PETROL,MANUAL
TIAGO XZ,576000,66000,2019,DAYTONA GREY,PETROL,MANUAL
TIAGO Z PLUS,576000,55000,2018,VECTORY YELLOW,PETROL,MANUAL
TIAGO Z PLUS,561000,68000,2019,TECTONIC BLUE,PETROL,MANUAL
TIAGO Z PLUS,621000,53000,2020,FLAME RED,PETROL,MANUAL
TIAGO Z PLUS,526000,69000,2018,PEARLESCENT WHITE,PETROL,MANUAL
TIAGO Z PLUS,451000,64000,2018,PURE SILVER,PETROL,MANUAL
TIAGO Z PLUS,491000,79000,2017,DAYTONA GREY,PETROL,MANUAL
TIAGO Z PLUS DUAL TONE ROOF,623000,36000,2020,VECTORY YELLOW,PETROL,MANUAL
TIAGO Z PLUS DUAL TONE ROOF,543000,81000,2017,TECTONIC BLUE,PETROL,MANUAL
TIAGO Z PLUS DUAL TONE ROOF,473000,76000,2016,FLAME RED,PETROL,MANUAL
TIAGO Z PLUS DUAL TONE ROOF,611000,49000,2020,PEARLESCENT WHITE,PETROL,MANUAL
TIAGO Z PLUS DUAL TONE ROOF,593000,46000,2019,PURE SILVER,PETROL,MANUAL
TIAGO Z PLUS DUAL TONE ROOF,576000,55000,2018,DAYTONA GREY,PETROL,MANUAL
TIAGO XZA AMT,526000,72000,2017,VECTORY YELLOW,PETROL,AMT
TIAGO XZA AMT,451000,79000,2016,TECTONIC BLUE,PETROL,AMT
TIAGO XZA AMT,641000,42000,2020,FLAME RED,PETROL,AMT
TIAGO XZA AMT,591000,60000,2019,PEARLESCENT WHITE,PETROL,AMT
TIAGO XZA AMT,486000,75000,2016,PURE SILVER,PETROL,AMT
TIAGO XZA AMT,583000,63000,2018,DAYTONA GREY,PETROL,AMT
TIAGO XZA PLUS AMT,461000,74000,2016,VECTORY YELLOW,PETROL,AMT
TIAGO XZA PLUS AMT,541000,68000,2017,TECTONIC BLUE,PETROL,AMT
TIAGO XZA PLUS AMT,641000,49000,2020,FLAME RED,PETROL,AMT
TIAGO XZA PLUS AMT,586000,50000,2019,PEARLESCENT WHITE,PETROL,AMT
TIAGO XZA PLUS AMT,471000,69000,2016,PURE SILVER,PETROL,AMT
TIAGO XZA PLUS AMT,571000,56000,2018,DAYTONA GREY,PETROL,AMT
TIAGO XZA PLUS DUAL TONE ROOF AMT,611000,21000,2020,VECTORY YELLOW,PETROL,AMT
TIAGO XZA PLUS DUAL TONE ROOF AMT,471000,74000,2016,TECTONIC BLUE,PETROL,AMT
TIAGO XZA PLUS DUAL TONE ROOF AMT,546000,83000,2017,FLAME RED,PETROL,AMT
TIAGO XZA PLUS DUAL TONE ROOF AMT,551000,76000,2018,PEARLESCENT WHITE,PETROL,AMT
TIAGO XZA PLUS DUAL TONE ROOF AMT,586000,63000,2019,PURE SILVER,PETROL,AMT
TIAGO XZA PLUS DUAL TONE ROOF AMT,621000,16000,2020,DAYTONA GREY,PETROL,AMT
HARRIER XE,1386000,73000,2019,TELESTO GREY,DIESEL,MANUAL
HARRIER XE,1392000,56000,2020,ORCUS WHITE,DIESEL,MANUAL
HARRIER XE,1421000,53000,2019,ATLAS BLACK,DIESEL,MANUAL
HARRIER XE,1581000,31000,2020,CALYPSO RED,DIESEL,MANUAL
HARRIER XE,1426000,46000,2019,SPARKLE COCOA,DIESEL,MANUAL
HARRIER XM,1681000,62000,2020,TELESTO GREY,DIESEL,MANUAL
HARRIER XM,1531000,69000,2019,ORCUS WHITE,DIESEL,MANUAL
HARRIER XM,1705000,21000,2020,ATLAS BLACK,DIESEL,MANUAL
HARRIER XM,1541000,66000,2019,CALYPSO RED,DIESEL,MANUAL
HARRIER XM,1591000,47000,2020,SPARKLE COCOA,DIESEL,MANUAL
HARRIER XMA AT,1886000,16000,2020,TELESTO GREY,DIESEL,AMT
HARRIER XMA AT,1776000,86000,2019,ORCUS WHITE,DIESEL,AMT
HARRIER XMA AT,1876000,46000,2020,ATLAS BLACK,DIESEL,AMT
HARRIER XMA AT,1786000,76000,2019,CALYPSO RED,DIESEL,AMT
HARRIER XMA AT,1861000,63000,2020,SPARKLE COCOA,DIESEL,AMT
HARRIER  CAMO XT,1790000,73000,2019,TELESTO GREY,DIESEL,MANUAL
HARRIER  CAMO XT,1880000,52000,2020,ORCUS WHITE,DIESEL,MANUAL
HARRIER  CAMO XT,1853000,77000,2019,ATLAS BLACK,DIESEL,MANUAL
HARRIER  CAMO XT,1861000,63000,2020,CALYPSO RED,DIESEL,MANUAL
HARRIER  CAMO XT,1771000,79000,2019,SPARKLE COCOA,DIESEL,MANUAL
HARRIER CAMO XT PLUS,1966000,66000,2019,TELESTO GREY,DIESEL,MANUAL
HARRIER CAMO XT PLUS,1999000,46000,2020,ORCUS WHITE,DIESEL,MANUAL
HARRIER CAMO XT PLUS,1996000,22000,2019,ATLAS BLACK,DIESEL,MANUAL
HARRIER CAMO XT PLUS,1991000,23000,2020,CALYPSO RED,DIESEL,MANUAL
HARRIER CAMO XT PLUS,1986000,42000,2020,SPARKLE COCOA,DIESEL,MANUAL
HARRIER XT,1666000,78000,2019,TELESTO GREY,DIESEL,MANUAL
HARRIER XT,1826000,36000,2020,ORCUS WHITE,DIESEL,MANUAL
HARRIER XT,1691000,73000,2019,ATLAS BLACK,DIESEL,MANUAL
HARRIER XT,1871000,26000,2020,CALYPSO RED,DIESEL,MANUAL
HARRIER XT,1686000,87000,2019,SPARKLE COCOA,DIESEL,MANUAL
HARRIER XT DARK EDITION,1891000,14000,2020,TELESTO GREY,DIESEL,MANUAL
HARRIER XT DARK EDITION,1850000,75000,2019,ORCUS WHITE,DIESEL,MANUAL
HARRIER XT DARK EDITION,1886000,36000,2020,ATLAS BLACK,DIESEL,MANUAL
HARRIER XT DARK EDITION,1816000,66000,2019,CALYPSO RED,DIESEL,MANUAL
HARRIER XT DARK EDITION,1876000,43000,2020,SPARKLE COCOA,DIESEL,MANUAL
HARRIER XT PLUS,1821000,63000,2019,TELESTO GREY,DIESEL,MANUAL
HARRIER XT PLUS,1916000,43000,2020,ORCUS WHITE,DIESEL,MANUAL
HARRIER XT PLUS,1921000,41000,2020,ATLAS BLACK,DIESEL,MANUAL
HARRIER XT PLUS,1805000,75000,2019,CALYPSO RED,DIESEL,MANUAL
HARRIER XT PLUS,1816000,74000,2019,SPARKLE COCOA,DIESEL,MANUAL
HARRIER XT PLUS DARK EDITION,1973000,53000,2020,TELESTO GREY,DIESEL,MANUAL
HARRIER XT PLUS DARK EDITION,1896000,69000,2019,ORCUS WHITE,DIESEL,MANUAL
HARRIER XT PLUS DARK EDITION,1976000,36000,2020,ATLAS BLACK,DIESEL,MANUAL
HARRIER XT PLUS DARK EDITION,1891000,50000,2019,CALYPSO RED,DIESEL,MANUAL
HARRIER XT PLUS DARK EDITION,1981000,23000,2020,SPARKLE COCOA,DIESEL,MANUAL
HARRIER CAMO XZ,2071000,20000,2019,TELESTO GREY,DIESEL,MANUAL
HARRIER CAMO XZ,2021000,55000,2020,ORCUS WHITE,DIESEL,MANUAL
HARRIER CAMO XZ,2026000,46000,2019,ATLAS BLACK,DIESEL,MANUAL
HARRIER CAMO XZ,2126000,53000,2020,CALYPSO RED,DIESEL,MANUAL
HARRIER CAMO XZ,1986000,66000,2019,SPARKLE COCOA,DIESEL,MANUAL
HARRIER XZ,1971000,48000,2020,TELESTO GREY,DIESEL,MANUAL
HARRIER XZ,1846000,65000,2019,ORCUS WHITE,DIESEL,MANUAL
HARRIER XZ,1976000,39000,2020,ATLAS BLACK,DIESEL,MANUAL
HARRIER XZ,1826000,86000,2019,CALYPSO RED,DIESEL,MANUAL
HARRIER XZ,2016000,16000,2020,SPARKLE COCOA,DIESEL,MANUAL
HARRIER XZ DUAL TONE,1981000,65000,2019,TELESTO GREY,DIESEL,MANUAL
HARRIER XZ DUAL TONE,1991000,37000,2020,ORCUS WHITE,DIESEL,MANUAL
HARRIER XZ DUAL TONE,1851000,83000,2019,ATLAS BLACK,DIESEL,MANUAL
HARRIER XZ DUAL TONE,1986000,42000,2020,CALYPSO RED,DIESEL,MANUAL
HARRIER XZ DUAL TONE,1876000,69000,2019,SPARKLE COCOA,DIESEL,MANUAL
HARRIER CAMO XZ PLUS,2031000,47000,2020,TELESTO GREY,DIESEL,MANUAL
HARRIER CAMO XZ PLUS,1931000,69000,2019,ORCUS WHITE,DIESEL,MANUAL
HARRIER CAMO XZ PLUS,2036000,23000,2020,ATLAS BLACK,DIESEL,MANUAL
HARRIER CAMO XZ PLUS,1936000,73000,2019,CALYPSO RED,DIESEL,MANUAL
HARRIER CAMO XZ PLUS,2046000,16000,2020,SPARKLE COCOA,DIESEL,MANUAL
HARRIER XZ PLUS,2053000,77000,2019,TELESTO GREY,DIESEL,MANUAL
HARRIER XZ PLUS,2176000,48000,2020,ORCUS WHITE,DIESEL,MANUAL
HARRIER XZ PLUS,2046000,56000,2019,ATLAS BLACK,DIESEL,MANUAL
HARRIER XZ PLUS,2156000,61000,2020,CALYPSO RED,DIESEL,MANUAL
HARRIER XZ PLUS,2066000,75000,2019,SPARKLE COCOA,DIESEL,MANUAL
HARRIER CAMO XZA AT,2170000,49500,2020,TELESTO GREY,DIESEL,AMT
HARRIER CAMO XZA AT,2146000,66000,2019,ORCUS WHITE,DIESEL,AMT
HARRIER CAMO XZA AT,2166000,52000,2020,ATLAS BLACK,DIESEL,AMT
HARRIER CAMO XZA AT,2126000,75000,2019,CALYPSO RED,DIESEL,AMT
HARRIER CAMO XZA AT,2176000,26000,2020,SPARKLE COCOA,DIESEL,AMT
HARRIER XZ DARK EDITION,1945000,66000,2019,TELESTO GREY,DIESEL,MANUAL
HARRIER XZ DARK EDITION,1986000,59000,2020,ORCUS WHITE,DIESEL,MANUAL
HARRIER XZ DARK EDITION,1946000,70000,2019,ATLAS BLACK,DIESEL,MANUAL
HARRIER XZ DARK EDITION,2026000,31000,2020,CALYPSO RED,DIESEL,MANUAL
HARRIER XZ DARK EDITION,1936000,68000,2019,SPARKLE COCOA,DIESEL,MANUAL
HARRIER XZA AT,2081000,79000,2019,TELESTO GREY,DIESEL,AMT
HARRIER XZA AT,2192000,55000,2020,ORCUS WHITE,DIESEL,AMT
HARRIER XZA AT,2096000,77000,2019,ATLAS BLACK,DIESEL,AMT
HARRIER XZA AT,2183000,68000,2020,CALYPSO RED,DIESEL,AMT
HARRIER XZA AT,2195000,70000,2020,SPARKLE COCOA,DIESEL,AMT
HARRIER  XZA DUAL TONE AT,2153000,31000,2020,TELESTO GREY,DIESEL,AMT
HARRIER  XZA DUAL TONE AT,2066000,76000,2019,ORCUS WHITE,DIESEL,AMT
